GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
mybatis,org.apache.ibatis.builder,BaseBuilder,226,0,28,0,51,0,28,0,14,0
mybatis,org.apache.ibatis.builder,CacheRefResolver,15,0,0,0,5,0,2,0,2,0
mybatis,org.apache.ibatis.builder,ResultMapResolver,40,0,0,0,10,0,2,0,2,0
mybatis,org.apache.ibatis.builder,IncompleteElementException,16,0,0,0,8,0,4,0,4,0
mybatis,org.apache.ibatis.builder,BuilderException,16,0,0,0,8,0,4,0,4,0
mybatis,org.apache.ibatis.builder,SqlSourceBuilder,32,0,0,0,6,0,2,0,2,0
mybatis,org.apache.ibatis.builder,ParameterExpression,302,0,34,0,63,0,27,0,10,0
mybatis,org.apache.ibatis.reflection.invoker,MethodInvoker,31,0,2,0,8,0,4,0,3,0
mybatis,org.apache.ibatis.reflection.invoker,SetFieldInvoker,19,0,0,0,6,0,3,0,3,0
mybatis,org.apache.ibatis.reflection.invoker,GetFieldInvoker,15,0,0,0,5,0,3,0,3,0
mybatis,org.apache.ibatis.session,SqlSessionManager.SqlSessionInterceptor,51,0,2,0,15,0,3,0,2,0
mybatis,org.apache.ibatis.session,SqlSessionException,16,0,0,0,8,0,4,0,4,0
mybatis,org.apache.ibatis.session,Configuration,1138,0,56,0,306,0,156,0,128,0
mybatis,org.apache.ibatis.session,ExecutorType,48,0,0,0,2,0,4,0,4,0
mybatis,org.apache.ibatis.session,LocalCacheScope,38,0,0,0,2,0,4,0,4,0
mybatis,org.apache.ibatis.session,AutoMappingBehavior,48,0,0,0,4,0,4,0,4,0
mybatis,org.apache.ibatis.session,SqlSessionManager,472,0,18,0,103,0,64,0,55,0
mybatis,org.apache.ibatis.session,Configuration.StrictMap.Ambiguity,9,0,0,0,4,0,2,0,2,0
mybatis,org.apache.ibatis.session,TransactionIsolationLevel,79,0,0,0,10,0,5,0,5,0
mybatis,org.apache.ibatis.session,SqlSessionFactoryBuilder,116,0,0,0,24,0,10,0,10,0
mybatis,org.apache.ibatis.session,RowBounds,29,0,0,0,11,0,5,0,5,0
mybatis,org.apache.ibatis.session,AutoMappingUnknownColumnBehavior,87,0,2,0,14,0,6,0,5,0
mybatis,org.apache.ibatis.session,Configuration.StrictMap,134,0,10,0,28,0,12,0,7,0
mybatis,org.apache.ibatis.session,AutoMappingUnknownColumnBehavior.new AutoMappingUnknownColumnBehavior() {...},15,0,0,0,2,0,2,0,2,0
mybatis,org.apache.ibatis.session,AutoMappingUnknownColumnBehavior.new AutoMappingUnknownColumnBehavior() {...},7,0,0,0,2,0,2,0,2,0
mybatis,org.apache.ibatis.session,AutoMappingUnknownColumnBehavior.new AutoMappingUnknownColumnBehavior() {...},14,0,0,0,3,0,2,0,2,0
